Ranking,Instituto,Country,Size,Visibilidad,Ficheros_ricos,Scholar
2726,Bon Secours Hampton Roads Health System,us,3862,2660,3128,2394
2728,Mestska Nemocnice V Litomericich,cz,9617,2097,1945,2394
2728,Pacific Medical Centers,us,5460,2832,3115,1934
2728,Sint Lucas Andreas Ziekenhuis,nl,3729,2121,4991,2394
2728,Landseed International Medical Group/Li Shin Hospital,tw,2166,4708,1024,2394
2728,Military Medical Academy,bg,4838,3849,831,2394
2733,Klinika MEDOX,pl,1494,2686,8481,1328
2734,Jing Ho Mental Hospital,tw,2703,3228,2702,2394
2734,Spalding Rehabilitation Hospital,us,708,3299,5660,2394
2736,Shady Grove Fertility Center,us,2867,1172,9811,2394
2736,Spitalsts AG Simmental Thun Saanenland,ch,6519,3579,3044,1157
2736,Hospitales Angeles,mx,693,2535,7755,2394
2739,Saudi Center for Organ Transplantation,sa,5206,3330,3566,1328
2740,Sonic Healthcare,au,9389,3323,1734,1328
2741,Orbis Medisch en Zorgconcern,nl,2667,1106,10253,2394
2741,Schizophrenia Research Institute,au,4243,4143,781,2394
2741,Wenatchee Valley Medical Center,us,2539,3214,2932,2394
2744,White River Junction Va Medical Center,us,10040,1111,6554,2394
2744,Spitalul Clinic Judetean de Urgenta Targu-Mures,ro,7116,6480,903,686
2746,Tsukuba Gakuen Hospital,jp,2507,3245,2912,2394
2747,Kyoto First Red Cross Hospital,jp,7814,2843,1227,2394
2748,Clinic Mother & Child,ru,485,1808,10253,2394
2748,Evangelisch Lutherische Diakonissenanstalt,de,4620,2477,3365,2394
2750,Gifford Medical Center,us,3020,2673,3955,2394
2750,Tianjin Medical University Eye Centre,cn,3014,6128,2446,753
2750,Osaka Medical Center and Research Institute for Maternal and Child Health,jp,5796,3484,993,2394
2753,Peninsula Health,au,2973,3673,8319,634
2753,Tennova Healthcare,us,425,4699,3494,2394
2755,Spital Zimmerberg Sanitas,ch,2968,4423,1000,2394
2756,Crittenton Hospital Medical Center,us,5270,2019,4510,2394
2757,Boughton Health Centre,uk,12728,1017,5559,2394
2757,Pius Hospital Oldenburg,de,5451,2925,1881,2394
2757,Hospital São Francisco Ribeirão Preto,br,3034,3956,1449,2394
2757,Gesundheitsverbund Landkreis Konstanz,de,2124,5648,1705,1328
2757,Union Hospital Dover OH,us,4988,2412,4824,1934
2762,North Suburban Medical Center,us,1417,2015,8086,2394
2762,Prosper Hospital,de,3766,3079,2392,2394
2762,Clinique Generale Beaulieu,ch,2452,2921,3911,2394
2762,Centre Hospitalier Charles Perrens,fr,4636,5278,1015,1328
2762,Fondation Hôpital Saint-Joseph,fr,5161,3517,1159,2394
2767,Shuangfeng People Hospital,cn,1645,972,12104,2394
2767,Klinikum Aschaffenburg im Uberblick,de,3799,2990,2586,2394
2767,Stadtischen Klinikums Solingen,de,6071,2570,2338,2394
2770,Sjukhuslakaren,se,1634,3002,6328,1934
2770,St Joseph's Healthcare System NJ,us,1503,1579,9504,2394
2770,Women's and Children's Hospital Lafayette LA,us,682,3963,6757,1815
2773,Yamanashi Prefectural Central Hospital,jp,6118,4308,840,1934
2773,Jefferson Regional Medical Center Jefferson County,us,7277,2619,4413,1328
2773,Bnai Zion Medical Center,il,3454,3303,2171,2394
2773,Butler Health System Butler Memorial Hospital,us,3422,2631,3797,2394
2777,Toyonaka Municipal Hospital,jp,4524,3601,1288,2394
2777,Red Salud (Clinica Universidad Católica),cl,806,1654,10253,2394
2779,St Francis Health Center,us,2174,2427,5746,2394
2779,St Mary's of Michigan,us,3926,2399,4167,2394
2779,Radiology Department of Riley Hospital Indiana University Radiology,us,4630,2077,4824,2394
2782,Toda Chuo General Hospital,jp,6541,2770,2878,1934
2782,Capital Region Medical Center,us,5737,3248,2237,1934
2782,Openbaar Psychiatrisch Zorgcentrum,be,5065,4295,2278,1289
2785,Second Affiliated Hospital of Shantou University Medical College,cn,3020,3139,2867,2394
2785,Opća Bolnica Sveti Duh,hr,5764,5401,2945,679
2787,Medical Center of Arlington,us,1328,2775,8651,1739
2787,(1)  Nebraska Heart Institute,us,7523,1566,5445,2394
2787,Upper Valley Medical Center,us,3995,2273,4547,2394
2787,Third Affiliated Hospital of Sun Yat-sen University,cn,1312,1472,10253,2394
2787,National Kidney Foundation Singapore,sg,7702,3657,1937,1328
2787,Orden Hospitalaria de San Juan de Dios en España,es,5066,6844,3171,390
2793,Akashi Tsuchiyama Hospital,jp,9742,1265,6059,2394
2793,West Hills Hospital and Medical Center,us,908,3021,6328,2394
2795,Putuo District Central Hospital,cn,2201,2151,6677,2394
2796,Lister Hospital,uk,6323,2004,4093,2394
2796,Otsu Municipal Hospital,jp,5858,4020,591,2394
2796,Gynecology Clinic Neo Vita,ru,5444,612,12104,2394
2796,Institut Mutualiste Montsouris,fr,3953,2645,3463,2394
2800,Samaritan Health System,us,3263,3032,3044,2394
2801,St Marien Hospital Bonn,de,5853,810,10253,2394
2801,Szpital Kliniczny Im Ks Anny Mazowieckiej,pl,3499,5516,253,2394
2801,Atrium Medical Center,us,3585,2640,3797,2394
2804,Gemini Ziekenhuis,nl,4592,3089,2086,2394
2804,Hci Health Care Institute,cz,5609,2192,3893,2394
2804,Optegra,uk,3299,2098,5838,2394
2804,Szpital Kliniczny Im Karola Jonschera Uniwersytetu Medycznego,pl,2010,5872,395,2394
2808,Decatur Memorial Hospital Decatur Illinois,us,4545,3026,2229,2394
2808,Centrum Medyczne Damiana,pl,3540,2601,3965,2394
2810,Hospitals Philadelphia Aria Health,us,349,2128,9811,2394
2810,First Affiliated Hospital of Shantou University Medical College,cn,1380,3998,3073,2394
2812,Hospitales Nisa,es,2621,2023,6826,2394
2812,Nemocnice S Poliklinikou Ceska Lipa P.O.,cz,4791,2717,2797,2394
2812,(1)  Azienda Ospedaliera Garibaldi Catania,it,1278,7215,140,2394
2812,Citizens Memorial Healthcare,us,2743,3543,2375,2394
2816,Capital Medical Center WA,us,6608,1611,5746,2394
2816,Toronto East General Hospital,ca,4597,2234,4442,2394
2816,Texas Tech Physicians,us,2854,6011,989,1739
2816,Kantonsspital Schaffhausen,ch,7075,4659,1039,1328
2816,(1)  Privatklinik Linde Clinique des Tilleuls,ch,3447,3819,1525,2394
2821,Krankenhaus Markisch Oderland,de,475,5707,1872,2394
2821,Martin Health System,us,3780,2897,3039,2394
2821,(1)  St Francis Hospital The Heart Center,us,5331,2238,3965,2394
2821,Vinzentius Krankenhauses Landau,de,2515,3943,1918,2394
2821,Zuwe Hofpoort Ziekenhuis Woerden,nl,2965,4097,1472,2394
2821,Barnes Jewish St Peters Hospital,us,1319,4398,2441,2394
2827,Isida Hospital,ua,3975,1933,6013,2394
2827,Oberhavel Kliniken Klinik Oranienburg,de,1588,4456,2043,2394
2829,Lafayette Regional Health Center Lexington MO,us,720,3521,8651,1289
2829,Hospice of Palm Beach County,us,6899,1966,4028,2394
2831,Grupa Nowy Szpital,pl,3890,4566,692,2394
2831,Prince Court Medical Centre,my,5805,3371,3533,1328
2831,Vinzenz Pallotti Hospital,de,5054,1015,9504,2394
2831,Concord Hospital New Hampshire,us,2325,1524,9055,2394
2831,Lin Shin Hospital,tw,2285,4892,1005,2394
2836,Nemocnice Trinec Hospital Trinec,cz,3608,2373,4798,2394
2836,St Nicholas Hospital Sheboygan,us,3451,3071,2887,2394
2836,Harbin Clinic,us,4225,2348,4343,2394
2836,Helgelandssykehuset,no,1577,5900,577,2394
2836,Hospital Universitario Clementino Fraga Filho,br,3051,4692,3029,1289
2836,Sindh Institute of Urology and Transplantation,pk,7149,4555,3715,701
2842,Hudson Valley Hospital Center,us,2975,2344,5445,2394
2843,Hospital Hakodate Hokkaido,jp,4048,4026,1124,2394
2843,Carryduff Surgery,uk,12787,1003,5921,2394
2845,Tsukuba Medical Center Hospital,jp,6067,3269,1346,2394
2845,Instituto de Neurobiología,mx,5139,6843,1323,661
2847,St Elizabeth's Hospital Belleville,us,5133,2877,2348,2394
2848,St Bernward Krankenhauses Hildesheim,de,2281,2625,5267,2394
2848,Child Clinic,sy,1290,1156,12104,2394
2850,Centre Hospitalier Universitaire Saint Pierre,be,6071,2882,4007,1815
2850,Marienhaus Waldbreitbach,de,4133,1849,6374,2394
2850,South Eastern Health and Social Care Trust,uk,4982,3456,1486,2394
2850,Clinic Andrologii,ru,3436,779,12104,2394
2850,Elms Medical Centre,uk,12493,1119,5597,2394
2850,Holy Spirit Health System,us,4391,2335,4365,2394
2856,(1)  Nassau University Medical Center Nassau Health Care Corporation,us,8192,2969,2056,1934
2857,Northumberland Hills Hospital,ca,4136,4706,2056,1328
2857,St Augustinus-Kliniken - Johanna Etienne Krankenhaus,de,5690,2421,3329,2394
2857,Longyan City Hospital,cn,1225,2241,8086,2394
2857,Ankara Numone Hospital,tr,918,3321,5838,2394
2857,ValleyCare Health System,us,8887,2228,3715,1934
2862,Austen Riggs Center,us,5121,3171,5488,1157
2862,Annapolis Valley Health,ca,2636,4560,2065,1934
2862,Brattleboro Retreat Healthcare,us,4614,2913,2630,2394
2862,Specjalistyczne Centrum Medycznego W Polanicy Zdroju,pl,2232,5141,877,2394
2862,St Louis University Hospital,us,5429,2029,4886,2394
2867,St Vincent's Health System Jacksonville Fl,us,1312,1527,10253,2394
2867,Toyohashi Municipal Hospital,jp,5778,3830,872,2394
2869,Kanazawa Medical Center National Hospital Organization,jp,5037,4577,1035,1934
2869,Kingwood Medical Center,us,1339,2549,7039,2394
2869,Wojewódzki Szpital Specjalistyczny W Legnicy,pl,1730,6467,288,2394
2869,Alexianer Krankenhaus Krefeld,de,3712,2876,3339,2394
2869,Henry Mayo Newhall Memorial Hospital,us,4219,1824,6497,2394
2874,Yuan's General Hospital,tw,2236,4372,1683,2394
2874,Institut Philippe Pinel Hopital en Psychiatrie,ca,3180,3337,4079,1934
2874,St Johannes Hospital Dortmund,de,4682,2803,2898,2394
2874,Kanto Central Hospital,jp,6208,3372,1234,2394
2874,Klinikum Emden Hans Susemihl Krankenhaus,de,2156,3904,2404,2394
2874,Manipal Hospitals,in,2035,2701,5488,2394
2880,Jessa Ziekenhuis (Virga Jesseziekenhuis),be,185,1779,12104,2394
2880,Stadtisches Klinikum Luneburg,de,5617,1873,5399,2394
2880,North Kansas City Hospital,us,2220,2140,9504,1328
2880,Burgerspital Basel,ch,2392,3522,2945,2394
2884,Chang-Hua Hospital,tw,111,8084,690,2394
2884,Centre Hopitalier Universitaire Sainte Justine,ca,1982,6299,2515,972
2884,Tokyo Metropolitan Komagome Hospital,jp,7006,2486,2522,2394
2884,Nishi Niigata Chuo National Hospital,jp,5568,3881,1625,1934
2888,Brookhaven Hospital,us,2855,2839,4232,2394
2889,Baton Rouge General Medical Center,us,2849,2159,6374,2394
2889,Centralny Szpital Kliniczny Mswia,pl,4211,3745,1462,2394
2891,Foundation Kantha Bopha Children's Hospital,ch,10140,1882,3062,2394
2891,Marien Hospitals Wesel,de,6409,2799,2073,2394
2891,Veterans Affairs San Diego Healthcare System,us,7781,2005,3731,2394
2894,Bramhall Park Medical Centre and Shaw Heath Health Centre,uk,12139,1030,6497,2394
2894,Ellis Hospital Schenectady New York,us,3109,2610,4654,2394
2896,Spital Limmattal,ch,3452,3515,2176,2394
2896,Taoyuan Veterans Hospital,tw,762,5573,1772,2394
2898,St. Joseph Mercy Chelsea,us,3076,3920,1798,2394
2898,Tianjin TEDA Hospital,cn,1123,1258,12104,2394
2898,St Joseph Krankenhaus Berlin,de,6166,2384,3339,2394
2898,Southside Regional Medical Center,us,1819,1269,10913,2394
2898,Shenyang City Songliao laser Hospital,cn,915,1329,12104,2394
2903,Magrabi Hospitals & Centers,sa,833,1889,9811,2394
2903,Central State Hospital Georgia,us,11358,4954,975,860
2903,Children's Hospital of Kunming ,cn,4030,1521,8086,2394
2903,Great River Health Systems West Burlington Iowa,us,3806,2953,3204,2394
2903,Hospital Universiti Kebangsaan Malaysia,my,2249,4194,2004,2394
2903,Schuylkill Health,us,2491,2997,4270,2394
2903,Security Forces Hospital,sa,4217,2480,4232,2394
2910,Vietnam Family Medical Practice,vn,4819,848,10913,2394
2910,Zala Megyei Kórház,hu,1047,4935,2278,2394
2910,Holly House Hospital,uk,5703,2783,2481,2394
2913,(1)  Blount Memorial Hospital,us,3623,2460,4824,2394
2913,Instituto Nacional de Cardiología Ignacio Chávez,mx,5678,5418,829,1739
2913,Jamaica Hospital Medical Center,us,5769,2095,4532,2394
2913,Trinity Senior Living Communities - Sanctuary at St Joseph’s,us,4580,4260,914,2394
2917,West Boca Medical Center,us,5986,2942,2059,2394
2917,Park Klinik Weissensee & Schlosspark Klinik,de,6361,3673,2852,1328
2917,Huntington Memorial Hospital,us,3194,1252,9811,2394
2917,Medical Center Udp Rk,kz,3341,8248,6430,168
2921,Methodist Hospitals Gary IN,us,1629,3672,3748,2394
2921,Azienda Ospedaliera Ospedale Civile di Vimercate,it,1902,5422,920,2394
2921,Yakima Valley Memorial Hospital,us,8435,2603,1833,2394
2921,Grupo IDCsalud,es,1540,2216,9055,1934
2921,Clinic of Reproductive Medicine Nadija,ua,5573,3559,4305,1270
2926,Groupe Capio Capio Santé,fr,4848,2894,2724,2394
2926,Centre Hospitalier Universitaire de Caen,fr,2737,1951,7393,2394
2926,Ramsay Health Care UK Private Hospitals,uk,2573,904,12104,2394
2926,Rapides Regional Medical Center,us,701,3067,7133,2394
2930,Jiangsu Cancer Hospital,cn,1114,4172,3748,2394
2930,West Suburban Medical Center,us,944,5430,5873,1132
2930,Wolfson Children's Hospital,us,6236,2429,3229,2394
2933,Danderyds Sjukhus,se,6309,2512,2976,2394
2933,Gesundheit Nordhessen Holding AG,de,742,1647,10913,2394
2933,Midland Memorial Hospital,us,2980,3347,2998,2394
2936,Kanazawa Medical Association,jp,2554,3338,3432,2394
2936,Jsc Sk Impeks Medical Diagnostics Centre,lt,2163,2313,6757,2394
2936,Takeda General Hospital,jp,5787,3105,1898,2394
2936,Flinders Medical Centre,au,6527,3170,2496,1934
2940,Rode Kruis Ziekenhuis Beverwijk,nl,2045,1783,8651,2394
2940,Antelope Valley Hospital,us,6402,3113,1666,2394
2942,Community Health Center of Branch County,us,2406,3418,3409,2394
2942,Medical Center Rudn,ru,12013,944,7298,2394
2944,Aleris,no,4592,3013,2684,2394
2944,(1)  Parkway Group Healthcare,sg,10330,2130,3607,1934
2946,Chulalongkorn Hospital,th,875,5301,2154,2394
2946,Yavapai Regional Medical Center,us,8421,1964,3765,2394
2948,Evangelische Krankenhaus Königin Elisabeth Herzberge,de,6804,2200,3731,2394
2948,Community Memorial Health System Ventura,us,4744,3368,3145,1934
2950,Umass Memorial Health Care,us,3628,3511,2237,2394
2950,Yampa Valley Medical Center,us,3219,3596,2382,2394
2950,Osaka Kosei Nennkin Hospital,jp,6323,2827,2229,2394
2950,Országos Onkológiai Intézet National Institute of Oncology,hu,9163,2687,1538,2394
2954,Children's Eye Clinic Moscow,ru,3291,1018,10913,2394
2954,Szpital Im Raszei,pl,6527,3717,927,2394
2954,Catholic Order of The Minister of The Sick St Mary's Hospital Lotung,tw,3789,4281,1200,2394
2954,Berger Health System,us,6689,1612,6274,2394
2954,Fukui General Hospital,jp,5959,3169,1768,2394
2959,Medical Center of Mckinney,us,1024,2932,6962,2394
2960,Sutter Auburn Faith Hospital,us,1015,3404,7956,1815
2960,Shizuoka Red Cross Hospital,jp,4463,3964,1283,2394
2960,Halton Healthcare Services,ca,5212,5586,936,1328
2960,(1)  Hospital Militar de Santiago,cl,5975,2033,7846,1328
2964,Klinik Fleetinsel Hamburg,de,9752,4588,2637,737
2965,Hospital Kuala Lumpur,my,2211,3951,2586,2394
2965,Priest Hospital,th,3445,7053,1035,920
2967,Onassis Cardiac Surgery Center,gr,5737,4430,2733,1157
2967,Health Alliance Kingston Hospital,us,4933,3400,1863,2394
2969,Nantucket Cottage Hospital,us,7035,2706,2244,2394
2969,Centro Hospitalar Póvoa de Varzim/Vila do Conde,pt,1769,3968,3145,2394
2971,Royal Hospital Chelsea,uk,8832,1613,5267,2394
2971,Marin General Hospital,us,4180,2528,4392,2394
2971,Denton Regional Medical Center,us,1100,2739,7393,2394
2974,Drk Krankenhaus Clementinenhaus,de,8056,3008,3911,1328
2974,Crotched Mountain,us,4041,3066,3044,2394
2976,Bolnišnica Topolšica,si,11046,2649,3307,1328
2976,Franciscan Missionaries of Our Lady Health System,us,1159,3800,4605,2394
2976,Yamaguchi University Hospital,jp,5129,3422,1774,2394
2979,Huron Valley Sinai Hospital,us,3817,2853,3765,2394
2979,Allgemeines Krankenhaus Universitatskliniken,at,3939,1093,10253,2394
2981,Academy Clinic & Medical Center,ru,158,1931,12104,2394
2981,Huntington Reproductive Center,us,4224,1952,6430,2394
2983,Second Hospital of Lishui City,cn,4329,1461,8481,2394
2983,Japanese Red Cross Kumamoto Hospital,jp,3969,4091,1389,2394
2983,La Tour Reseau de Soins Hopital de La Tour,ch,4504,4453,3533,1157
2983,Shanghai Men Hospital Kowloon Hong Kong Chamber of Commerce designated welfare hospital _ _ male urology professional (male),cn,966,1379,12104,2394
2983,Robert Jones & Agnes Hunt Orthopaedic & District Hospital NHS Trust,uk,3857,3577,2109,2394
2988,San Juan Regional Medical Center,us,567,4360,4824,2394
2988,Bingham Memorial Hospital OR,us,5853,2161,4605,2394
2988,Centre Hospitalier Montperrin,fr,4171,2165,5709,2394
2991,Royal Surrey County Hospital,uk,2946,2059,9055,1815
2991,Delnor Community Health System,us,1368,1745,10913,1934
2991,Evangelisches Krankenhaus Oberhausen,de,5146,2761,3178,2394
2991,Nemocnice Tgm Hodonin,cz,4409,3598,1856,2394
2995,(1)  Juravinski Cancer Centre,ca,7768,5614,1808,753
2995,King's Daughters Medical Center Ashland KY,us,3409,2106,6497,2394
2995,Kittitas Valley Healthcare,us,6783,2022,4631,2394
2995,St Anthony Hospital Oklahoma City Oklahoma,us,5349,2742,3145,2394
2995,Chuzhou Integrative Medicine Hospital,cn,3192,1932,7393,2394
2995,London Clinic,uk,4198,2239,5488,2394
3001,Zulekha Hospital,ae,2257,4048,2515,2394
3001,Baskent Universitesi Hastanesi Ankara Hospital,tr,4937,4374,4343,972
3001,Rush Copley Medical Center,us,2454,1687,8843,2394
3001,Grand River Hospital,ca,6527,3620,1130,2394
3001,Hospital Geral de Bonsucesso,br,2311,7544,2010,701
3006,Hospital Alcivar,ec,6564,8406,3965,177
3006,St Joseph's Care Group,ca,6292,3737,1066,2394
3008,Barnsley Hospital NHS Foundation Trust,uk,4151,4261,1207,2394
3008,Azienda Unità Locale Socio Sanitaria nº 2 Ospedale S Maria del Prato di Feltre,it,5640,4359,703,2394
3010,Centre Léon Bérard,fr,4642,2961,3107,2394
3011,Azienda Ospedaliera Sant' Anna e San Sebastiano di Caserta,it,5889,6388,100,1934
3011,Fakultna Nemocnica Nitra,sk,1674,6325,521,2394
3013,Bornholms Hospital,dk,1139,4418,3566,2394
3013,Lancaster Regional Medical Center,us,504,3670,6619,2394
3013,Cancer Research Center of Hawaii,us,4825,3698,4154,1328
3013,South Texas Veterans Health Care System,us,8175,2798,1847,2394
3017,Saiseikai Kumamoto Hospital,jp,3615,3683,2190,2394
3017,Highgate Hospital,uk,5874,2524,3550,2394
3019,Orange Regional Medical Center,us,2610,2718,5399,2394
3020,Azienda Ospedaliera Ospedali Riuniti Villa Sofia Cervello,it,2576,6790,130,2394
3020,Regional West Medical Center,us,196,2863,9504,2394
3020,St Augustinus Krankenhaus Duren,de,5975,1836,6013,2394
3020,Miles Health Care,us,3598,2608,8651,1145
3020,CHRISTUS Muguerza del Parque,mx,4287,1560,8217,2394
3020,Crozer Keystone Health System,us,1127,1751,10253,2394
3026,Kitakyushu Hospital Group,jp,3852,3512,2364,2394
3026,Martha Jefferson Hospital,us,2734,1188,10913,2394
3026,Mercy Medical Center Cedar Rapids,us,2597,1576,9261,2394
3026,(1)  Delhi Ivf and Fertility Research Centre,in,3993,1128,10253,2394
3026,Nagano Municipal Hospital,jp,3785,4190,1474,2394
3026,Tianjin First Central Hospital,cn,2261,1495,9811,2394
3032,Fukushima Medical Center Jinsenkai Medical Foundation,jp,4548,3918,2437,1934
3032,Kessler Institute for Rehabilitation,us,8456,1859,4605,2394
3032,Lane Regional Medical Center,us,2863,2976,4510,2394
3035,Klinikum Burgenlandkreis,de,2109,5398,2922,1739
3035,University of Pittsburgh Cancer Institute UPMC Cancer Centers,us,4799,2112,5660,2394
3035,Centre Hospitalier Universitaire d'Angers,fr,967,1830,10253,2394
3038,Ankara Ataturk Egitim Ve Arastirma Hastanesi,tr,11002,4965,4442,423
3038,Kishhealth System,us,3611,1192,10253,2394
3040,Johnston Health Johnston County Hospital,us,4629,3284,2453,2394
3040,Centrum Medyczne Luxmed,pl,1763,3047,5660,2394
3040,Cheshire and Wirral Partnership NHS Trust,uk,3027,4112,1979,2394
3040,Sonoma Valley Hospital,us,6560,2916,2257,2394
3040,Weifang People's Hospital,cn,2129,3969,2932,2394
3040,Paolo Memorial Hospital,th,3388,4939,887,2394
3040,Fairfield Medical Center,us,5656,2194,4886,2394
3040,Sankara Eye Foundation,us,5940,2368,4120,2394
3048,Sasebo Central Hospital,jp,5504,3641,1518,2394
3048,Memorial Health System Memorial Medical Center Springfield,us,2812,1750,8481,2394
3048,Queen's Medical Center,us,2619,4815,1339,2394
3048,Azienda Ospedaliera S Luigi Gonzaga,it,2884,5908,391,2394
3052,Health Central Hospital,us,5992,3405,2724,1934
3052,Karlovarská Krajská Nemocnice A.S.,cz,2887,3413,3432,2394
3054,Japanese Red Cross Nagoya First Hospital,jp,6836,3024,1983,2394
3054,Hahnemann University Hospital,us,6160,2240,4413,2394
3056,Hochtaunus Kliniken Klinik Bad Homburg V.D Höhe,de,6214,3361,1670,2394
3056,Northcrest Medical Center,us,6633,1494,7393,2394
3056,Tokyo Koseinenkin Hospital,jp,8339,2749,1974,2394
3056,CarePoint Health,us,706,4027,5445,2394
3060,Wyoming Hospital Association,us,13835,2101,2065,1934
3060,Imland Kliniken und Seniorenhäuser,de,2553,4029,2486,2394
3060,Indisa Clínica de Familia,cl,2608,2948,4966,2394
3060,Policlinica Gipuzkoa,es,1707,3784,3955,2394
3060,Nagano Red Cross Hospital,jp,6470,3260,1741,2394
3065,Bayshore Community Health Services,us,4202,3156,3062,2394
3065,North Valley Hospital Whitefish Montana,us,4906,3262,2412,2394
3065,Parc Sanitari Sant Joan de Déu,es,6587,5244,2043,972
3068,Ihr BKK Klinik-Finder,de,56,2437,12104,2394
3068,Bolton NHS Trust,uk,3936,6556,1430,972
3070,Clinic Euro Med,ru,3033,934,12104,2394
3070,Vibhavadi General Hospital,th,422,2203,10253,2394
3070,ParkwayHealth China (Worldlink Shanghai Medical Centre),cn,5530,1877,6274,2394
3073,Liaoning Medical College Hospital,cn,2177,4696,1811,2394
3073,Klinik Hohe Mark,de,2566,3348,3985,2394
3073,Itami City Hospital,jp,3854,4723,978,2394
3073,Indaprastha Apollo Hospital,in,3399,2488,5597,2394
3077,(1)  Our Lady of Bellefonte Hospital,us,4923,3444,4966,1328
3077,ValleyCare Health System of Ohio,us,1067,3091,6962,2394
3079,Szpital Wojewodzki Im Mikolaja Kopernika W Koszalinie,pl,3150,6312,229,2394
3079,Sakai Municipal Hospital,jp,5656,5935,719,1328
3081,Opst Bolnice Stefan Visoki,rs,6174,2341,4194,2394
3081,Casa de Saúde São Jose,br,323,6889,6274,860
3081,Cancer Therapy & Research Center,us,4773,2965,3293,2394
3081,Wyoming Medical Center,us,1076,5992,3677,1328
3085,Derbyshire Community Health Services NHS Trust,uk,3972,5397,488,2394
3085,Evangelical Community Hospital,us,3041,3491,3241,2394
3085,Hokuto Hospital,jp,3070,3614,2992,2394
3085,Hospital Occidente de Kennedy Nivel III E.S.E.,co,1027,10918,389,598
3089,Indira Gandhi Institute of Medical Sciences,in,6366,2865,2610,2394
3090,Mary Greeley Medical Center,us,2511,1995,9811,1815
3091,University Behavioral Healthcare,us,6524,5016,2257,1085
3091,Centre Hospitalier de Valenciennes,fr,3406,4256,1725,2394
3093,Sana Klinikum Remscheid,de,4464,3258,4232,1934
3094,Flagler Hospital St Augustine,us,4405,3155,3107,2394
3095,Providence Healthcare Network,us,3705,3542,2691,2394
3095,Southern Maine Health Care,us,3363,4220,1833,2394
3095,Nanticoke Memorial Hospital,us,4857,2929,6497,1328
3095,Hospital Clínica Biblica,cr,713,2423,9261,2394
3099,St Franziskus Hospitals Ahlen,de,5022,2846,3533,2394
3099,St Luke's Medical Center Quezon City,ph,4471,2591,4605,2394
3099,Ziekenhuisnetwerk Antwerpen,be,1733,1448,10913,2394
3102,Dong-A University Medical Center,kr,296,2887,9261,2394
3103,MC Groep,nl,4673,4050,1491,2394
3104,Toyama Prefectural Central Hospital,jp,6390,3453,1637,2394
3105,Thompson Cancer Survival Center,us,1178,3271,6497,2394
3105,Uniklinik Köln - Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe der Universität Zu Köln,de,5640,6459,2474,634
3105,CapitalCare Medical Group,us,4226,3677,5071,1328
3105,Changchun plastic surgery hospital,cn,1120,1422,12104,2394
3109,Gynecological Hospital of Kunming,cn,1109,1426,12104,2394
3109,St Rochus Hospital Telgte,de,7232,3402,4771,1157
3111,Azienda Ospedaliera Sant' Andrea,it,3173,3645,3018,2394
3111,Ramkhamhaeng Hospital of Huamark,th,1198,4452,5325,1934
3111,Alton Memorial Hospital,us,1592,3249,5789,2394
3111,Clinique Generale de Fribourg,ch,3885,3345,3097,2394
3111,Glacial Ridge Health System,us,4352,4059,1628,2394
3111,Lamp Community Health Centre,ca,4086,4096,1679,2394
3117,Kure National Hospital National Hospital Organization,jp,7995,3233,1513,2394
3118,Chesapeake Urology Associates Maryland,us,5246,2697,3893,2394
3119,Arbour Health System,us,8544,2704,2249,2394
3119,St Joseph Health System Sonoma County,us,4607,2436,8086,1328
3119,Emanuel Medical Center,us,931,4110,5202,2394
3119,Frisbie Memorial Hospital Rochester NH,us,6962,2588,3255,2394
3123,Denizli Devlet Hastanesi,tr,2679,3294,4291,2394
3123,Firelands Regional Medical Center,us,9303,1940,4291,2394
3123,Humber NHS Foundation Trust,uk,6109,4259,929,2394
3123,Bundang Cha Medical Center,kr,382,2903,9055,2394
3123,Centro Hospitalar de Coimbra,pt,3893,3621,2535,2394
3123,St Luke's Community Medical Center The Woodlands,us,7303,1705,6374,2394
3129,Salina Clinic,us,13788,1239,5102,2394
3129,King Hussein Cancer Center,jo,4180,3043,3705,2394
3129,Mt Washington Pediatric Hospital,us,8620,2355,3218,2394
3129,Cny Fertility Center,us,2315,3770,3550,2394
3133,Barnes Jewish West County Hospital,us,517,4762,4856,2394
3133,Centre Hospitalier Mohammed VI Marrakech,ma,5727,5062,5325,634
3133,United Hospital Center,us,4055,3319,3140,2394
3136,Western Health,au,4241,6186,1420,1157
3136,Emory Eastside Medical Center,us,872,5355,5746,1739
3138,Cardinal Hill Healthcare System,us,8435,2453,4483,1934
3138,Krajska Nemocnice T Bati Zlín,cz,4832,4349,1178,2394
3140,King Fahad Medical City,sa,2270,3675,6962,1328
3140,Madigan Army Medical Center,us,7449,1641,7956,1934
3140,Hospital Vivalle,br,2725,4347,2171,2394
3143,Fundación Kovacs,es,9922,3695,1240,1934
3143,Nerima General Hospital,jp,4148,4145,1689,2394
3143,HCA Hospitals,uk,2901,2039,7846,2394
3143,Hoshi General Hospital Foundation,jp,4730,4021,1599,2394
3143,Children's Institute Pittsburgh PA,us,5045,1948,6677,2394
3148,Nemocnice Breclav/Břeclav Hospital,cz,6737,2822,2831,2394
3148,Fremington Medical Centre,uk,13070,1139,6430,2394
3148,First People's Hospital of Hefei,cn,3255,3255,3985,2394
3151,Baptist Healthcare System Louisville KY,us,6409,1289,8843,2394
